Date,Close
1/2/2020 16:00,3257.85
1/3/2020 16:00,3234.85
1/6/2020 16:00,3246.28
1/7/2020 16:00,3237.18
1/8/2020 16:00,3253.05
1/9/2020 16:00,3274.7
1/10/2020 16:00,3265.35
1/13/2020 16:00,3288.13
1/14/2020 16:00,3283.15
1/15/2020 16:00,3289.29
1/16/2020 16:00,3316.81
1/17/2020 16:00,3329.62
1/21/2020 16:00,3320.79
1/22/2020 16:00,3321.75
1/23/2020 16:00,3325.54
1/24/2020 16:00,3295.47
1/27/2020 16:00,3243.63
1/28/2020 16:00,3276.24
1/29/2020 16:00,3273.4
1/30/2020 16:00,3283.66
1/31/2020 16:00,3225.52
2/3/2020 16:00,3248.92
2/4/2020 16:00,3297.59
2/5/2020 16:00,3334.69
2/6/2020 16:00,3345.78
2/7/2020 16:00,3327.71
2/10/2020 16:00,3352.09
2/11/2020 16:00,3357.75
2/12/2020 16:00,3379.45
2/13/2020 16:00,3373.94
2/14/2020 16:00,3380.16
2/18/2020 16:00,3370.29
2/19/2020 16:00,3386.15
2/20/2020 16:00,3373.23
2/21/2020 16:00,3337.75
2/24/2020 16:00,3225.89
2/25/2020 16:00,3128.21
2/26/2020 16:00,3116.39
2/27/2020 16:00,2978.76
2/28/2020 16:00,2954.22
3/2/2020 16:00,3090.23
3/3/2020 16:00,3003.37
3/4/2020 16:00,3130.12
3/5/2020 16:00,3023.94
3/6/2020 16:00,2972.37
3/9/2020 16:00,2746.56
3/10/2020 16:00,2882.23
3/11/2020 16:00,2741.38
3/12/2020 16:00,2480.64
3/13/2020 16:00,2711.02
3/16/2020 16:00,2386.13
3/17/2020 16:00,2529.19
3/18/2020 16:00,2398.1
3/19/2020 16:00,2409.39
3/20/2020 16:00,2304.92
3/23/2020 16:00,2237.4
3/24/2020 16:00,2447.33
3/25/2020 16:00,2475.56
3/26/2020 16:00,2630.07
3/27/2020 16:00,2541.47
3/30/2020 16:00,2626.65
3/31/2020 16:00,2584.59
4/1/2020 16:00,2470.5
4/2/2020 16:00,2526.9
4/3/2020 16:00,2488.65
4/6/2020 16:00,2663.68
4/7/2020 16:00,2659.41
4/8/2020 16:00,2749.98
4/9/2020 16:00,2789.82
4/13/2020 16:00,2761.63
4/14/2020 16:00,2846.06
4/15/2020 16:00,2783.36
4/16/2020 16:00,2799.55
4/17/2020 16:00,2874.56
4/20/2020 16:00,2823.16
4/21/2020 16:00,2736.56
