Date,Close
7/20/2020 16:00,328.6
7/21/2020 16:00,313.67
7/22/2020 16:00,318.47
7/23/2020 16:00,302.61
7/24/2020 16:00,283.4
7/27/2020 16:00,307.92
7/28/2020 16:00,295.3
7/29/2020 16:00,299.82
7/30/2020 16:00,297.5
7/31/2020 16:00,286.15
8/3/2020 16:00,297
8/4/2020 16:00,297.4
8/5/2020 16:00,297
8/6/2020 16:00,297.92
8/7/2020 16:00,290.54
8/10/2020 16:00,283.71
8/11/2020 16:00,274.88
8/12/2020 16:00,310.95
8/13/2020 16:00,324.2
8/14/2020 16:00,330.14
8/17/2020 16:00,367.13
8/18/2020 16:00,377.42
8/19/2020 16:00,375.71
8/20/2020 16:00,400.37
8/21/2020 16:00,410
8/24/2020 16:00,402.84
8/25/2020 16:00,404.67
8/26/2020 16:00,430.63
8/27/2020 16:00,447.75
8/28/2020 16:00,442.68
8/31/2020 16:00,498.32
9/1/2020 16:00,475.05
9/2/2020 16:00,447.37
9/3/2020 16:00,407
9/4/2020 16:00,418.32
9/8/2020 16:00,330.21
9/9/2020 16:00,366.28
9/10/2020 16:00,371.34
9/11/2020 16:00,372.72
9/14/2020 16:00,419.62
9/15/2020 16:00,449.76
9/16/2020 16:00,441.76
9/17/2020 16:00,423.43
9/18/2020 16:00,442.15
9/21/2020 16:00,449.39
9/22/2020 16:00,424.23
9/23/2020 16:00,380.36
9/24/2020 16:00,387.79
9/25/2020 16:00,407.34
9/28/2020 16:00,421.2
9/29/2020 16:00,419.07
9/30/2020 16:00,429.01
10/1/2020 16:00,448.16
10/2/2020 16:00,415.09
10/5/2020 16:00,425.68
10/6/2020 16:00,413.98
10/7/2020 16:00,425.3
10/8/2020 16:00,425.92
10/9/2020 16:00,434
10/12/2020 16:00,442.3
10/13/2020 16:00,446.65
10/14/2020 16:00,461.3
10/15/2020 16:00,448.88
10/16/2020 16:00,439.67
10/19/2020 16:00,430.83
10/20/2020 16:00,421.94
10/21/2020 16:00,422.64
10/22/2020 16:00,425.79
10/23/2020 16:00,420.63
10/26/2020 16:00,420.28
10/27/2020 16:00,424.68
10/28/2020 16:00,406.02
10/29/2020 16:00,410.83
10/30/2020 16:00,388.04
11/2/2020 16:00,400.51
11/3/2020 16:00,423.9
11/4/2020 16:00,420.98
11/5/2020 16:00,438.09
11/6/2020 16:00,429.95
11/9/2020 16:00,421.26
11/10/2020 16:00,410.36
11/11/2020 16:00,417.13
11/12/2020 16:00,411.76
11/13/2020 16:00,408.5
11/16/2020 16:00,408.09
11/17/2020 16:00,441.61
11/18/2020 16:00,486.64
11/19/2020 16:00,499.27
11/20/2020 16:00,489.61
11/23/2020 16:00,521.85
11/24/2020 16:00,555.38
11/25/2020 16:00,574
11/27/2020 13:00,585.76
11/30/2020 16:00,567.6
12/1/2020 16:00,584.76
12/2/2020 16:00,568.82
12/3/2020 16:00,593.38
12/4/2020 16:00,599.04
12/7/2020 16:00,641.76
12/8/2020 16:00,649.88
12/9/2020 16:00,604.48
12/10/2020 16:00,627.07
12/11/2020 16:00,609.99
12/14/2020 16:00,639.83
12/15/2020 16:00,633.25
12/16/2020 16:00,622.77
12/17/2020 16:00,655.9
12/18/2020 16:00,695
12/21/2020 16:00,649.86
12/22/2020 16:00,640.34
12/23/2020 16:00,645.98
12/24/2020 13:00,661.77
12/28/2020 16:00,663.69
12/29/2020 16:00,665.99
12/30/2020 16:00,694.78
